"","Name","Locale","Remarks","Date","Country","Year"
"2416","Colin Luther Powell","Islamabad","Discussed cooperation against terrorism with President Musharraf and senior officials.","October 15–16, 2001","Pakistan","2001"
"2417","Colin Luther Powell","Islamabad","Met with President Musharraf and senior officials. Returned to Pakistan after visiting Afghanistan.","January 15–17, 2002","Pakistan","2002"
"2418","Colin Luther Powell","Islamabad","Met with President Musharraf and senior officials.","July 28, 2002","Pakistan","2002"
"2419","Colin Luther Powell","Islamabad","Met with President Musharraf and Foreign Minister Kasuri.","March 17–18, 2004","Pakistan","2004"
"2420","Condoleezza Rice","Islamabad","Met with President Musharraf and senior Pakistani officials.","March 16–18, 2005","Pakistan","2005"
"2421","Condoleezza Rice","Islamabad","Met with President Musharraf and Prime Minister Aziz.  Discussed disaster relief.","October 12, 2005","Pakistan","2005"
"2422","Condoleezza Rice","Islamabad","Accompanied President Bush.","March 3–4, 2006","Pakistan","2006"
"2423","Condoleezza Rice","Islamabad","Met with President Musharraf and Foreign Minister Kasuri.","June 27–28, 2006","Pakistan","2006"
"2424","Condoleezza Rice","Islamabad","Met with President Zadari and senior officials.","December 4, 2008","Pakistan","2008"
"2425","Hillary Rodham Clinton","Islamabad, Lahore","Met with Foreign Minister Qureshi. Announced several assistance programs.","October 28–30, 2009","Pakistan","2009"
"2426","Hillary Rodham Clinton","Islamabad","Met with President Zardari, Prime Minister Gillani and Foreign Minister Qureshi. Attended a Strategic Dialogue meeting and announced a series of aid agreements. Promoted a trade agreement between Pakistan and Afghanistan.","July 18–19, 2010","Pakistan","2010"
"2427","Hillary Rodham Clinton","Islamabad","Met with President Zardari and Pakistani government and military leaders.","May 27, 2011","Pakistan","2011"
"2428","Hillary Rodham Clinton","Islamabad","Met with Prime Minister Gilani, Foreign Minister Khar, and President Zardari.","October 20–21, 2011","Pakistan","2011"
"2429","John Forbes Kerry","Islamabad","Met with President Asif Zardari, Prime Minister Nawaz Sharif, National Security Adviser Sartaj Aziz. Visited Zero Point Power Plant.","July 31–August 2, 2013","Pakistan","2013"
"2430","John Forbes Kerry","Islamabad","Attended the Second U.S.-Pakistan Strategic Dialogue Ministerial meeting.","January 12–14, 2015","Pakistan","2015"
"2431","Rex W. Tillerson","Islamabad","Met with senior Pakistani officials.","October 24, 2017","Pakistan","2017"
"2432","Michael R. Pompeo","Islamabad","Met with Prime Minister Imran Khan, Foreign Minister Qureshi, and Chief of Army Staff Qamar Javed Bajwa to discuss U.S.-Pakistan bilateral relations.","September 5, 2018","Pakistan","2018"
"2433","George Pratt Shultz","Koror","Met with Prime Minister Selii.","June 28, 1986","Palau","1986"
"2434","Warren Minor Christopher","Jericho","Met with members of the Governing Council.","May 17, 1994","palestinian-authority","1994"
"2435","Warren Minor Christopher","Gaza","Met with PLO Chairman Arafat.","July 21, 1994","palestinian-authority","1994"
"2436","Warren Minor Christopher","Gaza","Discussed the Middle East peace process with Chairman Arafat.","December 7, 1994","palestinian-authority","1994"
"2437","Warren Minor Christopher","Gaza","Discussed the Middle East peace process with Chairman Arafat.","March 10, 1995","palestinian-authority","1995"
"2438","Warren Minor Christopher","Jericho","Met with PLO Chairman Arafat.","June 11, 1995","palestinian-authority","1995"
"2439","Warren Minor Christopher","Jericho","Discussed the Middle East peace process with Chairman Arafat.","December 16, 1995","palestinian-authority","1995"
"2440","Warren Minor Christopher","Gaza","Discussed the Middle East peace process with Chairman Arafat.","January 13, 1996","palestinian-authority","1996"
"2441","Warren Minor Christopher","Gaza","Met with Chairman Arafat.","February 7, 1996","palestinian-authority","1996"
"2442","Warren Minor Christopher","Gaza","Discussed the Israeli-Palestinian conflict with PLO Chairman Arafat.","October 6, 1996","palestinian-authority","1996"
"2443","Madeleine Korbel Albright","Ramallah","Met with Chairman Arafat.","September 11–12, 1997","palestinian-authority","1997"
"2444","Madeleine Korbel Albright","Ramallah","Discussed the Middle East peace process with Chairman Arafat.","February 1, 1998","palestinian-authority","1998"
"2445","Madeleine Korbel Albright","Jericho, Erez","Discussed the Middle East peace process with Chairman Arafat.","October 6, 1998","palestinian-authority","1998"
"2446","Madeleine Korbel Albright","Gaza, Erez","Accompanied President Clinton. On December 15, attended meeting with Prime Minister Netanyahu and Chairman Arafat.","December 14–15, 1998","palestinian-authority","1998"
"2447","Madeleine Korbel Albright","Gaza","Discussed the Israeli-Palestinian peace process with senior Palestinian Authority officials.","September 3, 1999","palestinian-authority","1999"
"2448","Madeleine Korbel Albright","Bethlehem, Ramallah","Met with Chairman Arafat.","December 8, 1999","palestinian-authority","1999"
"2449","Madeleine Korbel Albright","Ramallah","Discussed the Middle East peace process with Chairman Arafat.","June 6, 2000","palestinian-authority","2000"
"2450","Madeleine Korbel Albright","Ramallah","Discussed the Middle East peace process with Chairman Arafat.","June 28, 2000","palestinian-authority","2000"
"2451","Colin Luther Powell","Ramallah","Met with Chairman Arafat.","February 25, 2001","palestinian-authority","2001"
"2452","Colin Luther Powell","Ramallah","Met with Chairman Arafat.","June 28, 2001","palestinian-authority","2001"
"2453","Colin Luther Powell","Ramallah","Met with Chairman Arafat.","April 14, 2002","palestinian-authority","2002"
"2454","Colin Luther Powell","Ramallah","Met with Chairman Arafat.","April 17, 2002","palestinian-authority","2002"
"2455","Colin Luther Powell","Jericho","Met with Prime Minister Abbas.","May 11, 2003","palestinian-authority","2003"
"2456","Colin Luther Powell","Jericho","Met with Prime Minister Abbas and senior Palestinian officials.","June 20, 2003","palestinian-authority","2003"
"2457","Colin Luther Powell","Jericho","Met with Prime Minister Qureia, acting President Fattouh, and former Prime Minister Abbas.","November 22, 2004","palestinian-authority","2004"
"2458","Condoleezza Rice","Ramallah","Met with Prime Minister Abbas.","February 7, 2005","palestinian-authority","2005"
"2459","Condoleezza Rice","Ramallah","Met with Prime Minister Abbas.","June 18, 2005","palestinian-authority","2005"
"2460","Condoleezza Rice","Ramallah","Met with Prime Minister Abbas and Palestinian officials.","July 23, 2005","palestinian-authority","2005"
"2461","Condoleezza Rice","Ramallah","Met with President Abbas and negotiated a border crossing agreement with Israel.","November 14, 2005","palestinian-authority","2005"
"2462","Condoleezza Rice","Ramallah","Met with President Abbas.","July 25, 2006","palestinian-authority","2006"
"2463","Condoleezza Rice","Ramallah","Met with President Abbas.","October 4, 2006","palestinian-authority","2006"
"2464","Condoleezza Rice","Jericho","Met with President Abbas.","November 30, 2006","palestinian-authority","2006"
"2465","Condoleezza Rice","Ramallah","Met with President Abbas.","January 14, 2007","palestinian-authority","2007"
"2466","Condoleezza Rice","Ramallah","Met with President Abbas.","February 18, 2007","palestinian-authority","2007"
"2467","Condoleezza Rice","Ramallah","Met with President Abbas.","March 25, 2007","palestinian-authority","2007"
"2468","Condoleezza Rice","Ramallah","Met with President Abbas.","August 2, 2007","palestinian-authority","2007"
"2469","Condoleezza Rice","Ramallah","Discussed prospects for an Israel-Palestinian peace conference with President Abbas.","September 20, 2007","palestinian-authority","2007"
"2470","Condoleezza Rice","Ramallah","Met with President Abbas.","October 15, 2007","palestinian-authority","2007"
"2471","Condoleezza Rice","Bethlehem, Ramallah","Visited the Church of the Nativity and met with civil leaders.  Met with President Abbas.","October 17, 2007","palestinian-authority","2007"
"2472","Condoleezza Rice","Ramallah","Discussed proposed Middle East peace conference with President Abbas.","November 5, 2007","palestinian-authority","2007"
"2473","Condoleezza Rice","Ramallah","Accompanied President Bush.","January 10, 2008","palestinian-authority","2008"
"2474","Condoleezza Rice","Ramallah","Met with President Abbas to discuss the Gaza crisis..","March 4, 2008","palestinian-authority","2008"
"2475","Condoleezza Rice","Ramallah","Met with President Abbas.","May 4, 2008","palestinian-authority","2008"
"2476","Condoleezza Rice","Ramallah","Met with President Abbas.","June 15, 2008","palestinian-authority","2008"
"2477","Condoleezza Rice","Ramallah","Met with President Abbas.","August 26, 2008","palestinian-authority","2008"
"2478","Condoleezza Rice","Ramallah, Jenin","Met with President Abbas and Foreign Minister Fayyad (November 7). Announced development aid program for Jenin (November 8).","November 7–8, 2008","palestinian-authority","2008"
"2479","Hillary Rodham Clinton","Ramallah","Met with President Abbas.","March 4, 2009","palestinian-authority","2009"
"2480","Hillary Rodham Clinton","Ramallah","Met with President Abbas and Prime Minister Fayyad.","September 16, 2010","palestinian-authority","2010"
"2481","Hillary Rodham Clinton","Ramallah","Discussed the Gaza Crisis with President Mahmoud Abbas.","November 21, 2012","palestinian-authority","2012"
"2482","John Forbes Kerry","Ramallah","Accompanied President Obama.","March 21, 2013","palestinian-authority","2013"
"2483","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","April 7, 2013","palestinian-authority","2013"
"2484","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","May 23–24, 2013","palestinian-authority","2013"
"2485","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","June 28, 2013","palestinian-authority","2013"
"2486","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","June 30, 2013","palestinian-authority","2013"
"2487","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas and chief negotiator Saeb Erekat.","July 19, 2013","palestinian-authority","2013"
"2488","John Forbes Kerry","Bethlehem","Met with President Mahmoud Abbas and attended a High Impact Microfinance Infrastructure Initiative Event.","November 6, 2013","palestinian-authority","2013"
"2489","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","December 5, 2013","palestinian-authority","2013"
"2490","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","January 3–4, 2014","palestinian-authority","2014"
"2491","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","March 31, 2014","palestinian-authority","2014"
"2492","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","July 23, 2014","palestinian-authority","2014"
"2493","John Forbes Kerry","Ramallah","Met with President Mahmoud Abbas.","November 24, 2015","palestinian-authority","2015"
"2494","Rex W. Tillerson","Bethlehem","Accompanied President Trump.","May 23, 2017","palestinian-authority","2017"
"2495","Elihu Root","Panama City","Met with President Amador and addressed the National Assembly.","September 20–21, 1906","Panama","1906"
"2496","Philander Chase Knox","Colon, Panama City","Met with President Chiari and Foreign Minister Arjona. Left U.S. February 23.","February 27–29, 1912","Panama","1912"
"2497","Cordell Hull","Panama City","Met with President Arias and Foreign Minister Arosemena. Returned to U.S. January 19.","January 17, 1934","Panama","1934"
"2498","Cordell Hull","Panama City","Met with President Arosemena and addressed a conference of Foreign Service officers while en route to conference in Lima. Left U.S. November 25.","November 30–December 1, 1938","Panama","1938"
"2499","Cordell Hull","Panama City","Met with President Arosemena. Returned to U.S. January 9, 1939.","January 3, 1939","Panama","1939"
"2500","John Foster Dulles","Panama City","Accompanied President Eisenhower to a meeting of the Presidents of the American Republics.","July 21–24, 1956","Panama","1956"
"2501","Henry A. (Heinz Alfred) Kissinger","Panama City","Signed a statement of principles for negotiation of a new Panama Canal treaty.","February 7, 1974","Panama","1974"
"2502","George Pratt Shultz","Panama City","Attended the inauguration of President Barletta.","October 10–11, 1984","Panama","1984"
"2503","Madeleine Korbel Albright","Panama City","Met with President Moscoso; visited Panama Canal.","January 15, 2000","Panama","2000"
"2504","Colin Luther Powell","Panama City","Attended a ceremony honoring the centennial of Panamanian independence. Greeted Taiwanese President Chen Shu-bian.","November 3, 2003","Panama","2003"
"2505","Colin Luther Powell","Panama City","Attended the inauguration of President Martin Torrijos.","September 1, 2004","Panama","2004"
"2506","Condoleezza Rice","Panama City","Attended OAS General Assembly Meeting.","June 4, 2007","Panama","2007"
"2507","Condoleezza Rice","Panama City","Met with President Torrijos and attended the first Pathways to Prosperity in the Americas Ministerial Meeting.","December 9–10, 2008","Panama","2008"
"2508","John Forbes Kerry","Panama City","Attended the inauguration of President Juan Carlos Varela Rodriguez. Met with the Presidents of El Salvador, Guatemala, and Honduras.","July 1, 2014","Panama","2014"
"2509","John Forbes Kerry","Panama City","Attended the Seventh Summit of the Americas.","April 9–10, 2015","Panama","2015"
"2510","Michael R. Pompeo","Panama City","Met with President Juan Carlos Varela and Vice President and Foreign Minister Isabel de Saint Malo de Alvarado to discuss ongoing U.S.-Panama collaboration on regional priorities.","October 18, 2018","Panama","2018"
"2511","Madeleine Korbel Albright","Port Moresby","Met with Prime Minister Skate and announced additional U.S. humanitarian assistance.","July 29, 1998","Papua New Guinea","1998"
"2512","Hillary Rodham Clinton","Port Moresby","Met with Prime Minister Somare and visited a mangrove reforestation project.","November 3, 2010","Papua New Guinea","2010"
